,category,headline,authors,link,short_description,date
87,TRAVEL,"Malta, Rhodes And The Placid Mediterranean","Barbara Barton Sloane, Contributor
Travel Editor, Westchester Guardian, www.barbarabartonsloane.com",https://www.huffingtonpost.com/entry/from-mata-to-elba-here-th_us_5b9c2b13e4b03a1dcc7cca86,"The island of Rhodes perches on a bluff overlooking white-washed homes, narrow, cobblestone streets and the majestic Avenue of the Knights where such fabled gents once lived.",2012-08-23
88,WORLD NEWS,U.S. Allies Threaten Retaliation Over Trump's Tariffs Announcement,Willa Frej,https://www.huffingtonpost.com/entry/us-allies-retaliation-trump-tariffs_us_5a991b85e4b0a0ba4ad21c50,"The president, who announced the protectionist measures on Thursday, later tweeted that ""trade wars are good, and easy to win.""",2018-03-02
89,TRAVEL,The Best College Towns To Visit This Fall,Lisa_Miller,https://www.huffingtonpost.com/entry/college-towns-fall_us_5b9d8bb3e4b03a1dcc895daa,"College towns are at their finest in the fall. Students are fresh-faced, leaves are changing, there's football and beer, nostalgia",2013-09-29
90,TRAVEL,Inside Francis Ford Coppola's New Italian Hotel (PHOTOS),"Kathy McCabe, Contributor
Founder and Publisher, Dream of Italy Travel Newsletter",https://www.huffingtonpost.com/entry/francis-ford-coppola-italy-hotel_us_5b9be0f1e4b03a1dcc7aec13,"While few people can afford a night at Palazzo Margherita, most can appreciate the sentiment and drive behind what might be considered one of Coppola's greatest works.",2012-06-25
91,WORLD NEWS,Iran's Protests Enter Fifth Day Amid Reports Of Deaths,"Michael Georgy, Reuters",https://www.huffingtonpost.com/entry/10-people-killed-during-street-protests-in-iran-state-tv_us_5a4a3ea6e4b0b0e5a7a7c417,At least 14 people have been reported killed during the wave of unrest.,2018-01-01
92,WORLD NEWS,Liberian Laboratory For School Privatization Schemes,"Alan Singer, ContributorSocial studies educator, Hofstra University, my opinions, of c...",https://www.huffingtonpost.com/entry/liberian-laboratory-for-school-privatization-schemes_us_5982fd9fe4b094ff5a3f0beb,"Businesses, foundations, and so-called “reform” groups pushing to privatize and profit from education around the world at",2017-08-03
93,TRAVEL,London This Summer (PHOTOS),"Sivan Askayo, Contributor
New York-based Travel photojournalist",https://www.huffingtonpost.com/entry/london-this-summer_us_5b9bc3cbe4b03a1dcc7a2c44,"The weather might be tricky and rainy at times, but one thing is sure: London is definitely going to be buzzing and hot this summer.",2012-05-31
94,TRAVEL,"Ask Airfarewatchdog.com: Best Way To Do A Flexible Date Airfare Search, Flying With Cats","George Hobica, Contributor
Syndicated travel writer and founder, Airfarewatchdog.com",https://www.huffingtonpost.com/entry/ask-airfarewatchdogcom-be_us_5b9b680de4b03a1dcc77499a,"Expert answers to your airline and airfare questions, from finding cheap fares to traveling with pets.",2012-03-14
95,TRAVEL,"Maya Apocalypse 2012: The Trouble With Tulum, Mexico (PHOTOS)",Andrew Burmon,https://www.huffingtonpost.com/entry/maya-apocalypse-2012-tulum-mexico_us_5b9ca7a9e4b03a1dcc809a34,Which is all to say that the Maya brand is being diluted. If Mexico City is built on the remains of a great Aztec metropolis,2012-12-20
96,TRAVEL,Top 10 Places to Visit in 2014,"Kelly Soderlund, Contributor
Editorial Lead, Hipmunk",https://www.huffingtonpost.com/entry/top-10-places-to-visit-in_us_5b9dc732e4b03a1dcc8cc4bf,"From Ushuaia, Argentina to Chang Mai, Thailand, here are the top 10 travel destinations for 2014.",2014-01-10
97,TRAVEL,Another Reason Not to Get Behind the Wheel After a Nip,"Saul Segan, Contributor
Crim Trial Atty-Broadcast Legal Analyst, Motivatonal Speaker, ...",https://www.huffingtonpost.com/entry/another-reason-not-to-get_us_5b9d2d58e4b03a1dcc853888,"If the officer asks any questions, you can respectfully decline to answer. Answers to simple questions can get you in a heap of trouble.",2013-05-22
98,TRAVEL,Some Brits Find A Way To Make Cosmetic Surgery Part Of Their Vacation,,https://www.huffingtonpost.com/entry/cosmetic-surgery-tourism_us_5b9da538e4b03a1dcc8ab84c,"Medical tourism has long been a thing around the world. India, Costa Rica and Germany, among others, have been offering everything",2013-11-08
99,TRAVEL,"After A Disaster, This Is What Flight Attendants Want You To Know","Sara Keagle, ContributorFlight attendant & founder of TheFlyingPinto.com",https://www.huffingtonpost.com/entry/flight-attendant-safety_b_6956680.html,"Flight attendants take on a crucial role after any airline incident, and in the wake of the latest Germanwings tragedy, it is no different.",2015-03-27
100,TRAVEL,Chasing A Dream Around The World,"Kathleen Fordyce Rohan, Contributor
Writer",https://www.huffingtonpost.com/entry/chasing-a-dream-around-th_us_5b9c4e31e4b03a1dcc7dac8f,"Betsy and Warren Talbot always dreamed of traveling. But like most people, life got in the way. They were both moving up in their successful careers, living in the suburbs and accumulating cars, a house and stuff to fill it with. Then, everything changed.",2012-09-23
101,WORLD NEWS,Qatar Says Neighbors' Demands Have Nothing To Do With Terror,Akbar Shahid Ahmed,https://www.huffingtonpost.com/entry/qatar-demands-terror_us_594d4635e4b0da2c731b3d6c,Qatar's ambassador to the U.S. offers the first glimpse of how the country is responding to demands presented on Friday.,2017-06-23
102,WORLD NEWS,Photos Show The Reality Of Women's Lives In Rural Afghanistan,"Najiba Noori, Sahar Speaks",https://www.huffingtonpost.com/entry/najiba-noori_us_5980af11e4b08e143006128b,Hardships and yet smiles.,2017-08-31
103,TRAVEL,Your Guide to Cocktails in London,"Find. Eat. Drink., Contributor
www.FEDGuides.com",https://www.huffingtonpost.com/entry/cocktails-in-london_us_5b9d8b85e4b03a1dcc8959da,"London is known for having the best pubs in the world, but don't overlook the cocktails! They range from experimental and refined to classic and refreshing.",2013-09-29
104,TRAVEL,Celebrating All Saints Day in the Philippines,"Kevin Richberg, Contributor
Travel Writer, Videographer, Documentary Filmmaker",https://www.huffingtonpost.com/entry/celebrating-all-saints-da_us_5b9d57bbe4b03a1dcc86ddf8,"Both Halloween and its temporal neighbor, All Saints Day, have their roots in age old Christian mythology, but they're celebrated in different countries with very different traditions.",2013-07-17
105,WORLD NEWS,‘Triple Talaq’ Abolition Is Only The Start Of A Larger Campaign For Gender Justice In India,"The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/triple-talaq-abolition-is-only-the-start-of-a-larger_us_59d688cae4b0705dc79aa650,"By Zoya Hasan, Jawahawlal Nehru University The egregious practice that some Muslim men employ to divorce their wives instantaneously",2017-10-05
106,WORLD NEWS,Thousands Travel Home To Ireland To Vote On Abortion Access,Antonia Blumberg,https://www.huffingtonpost.com/entry/irish-traveled-home-vote-abortion_us_5b083753e4b0802d69cae69a,Just try to read these #HomeToVote tweets without crying.,2018-05-25
107,TRAVEL,"Love Letters: Lancaster County, Pennsylvania","Love Letters, Contributor
An anthology of reflections on places the world over",https://www.huffingtonpost.com/entry/love-letters-lancaster-co_us_5b9d8409e4b03a1dcc890404,"If a stranger were to ask me about my heritage, I might reply that I'm an amalgamation of Pennsylvania Dutch puritanical restraint and Irish Catholic exuberance: the product of farmers and coal miners. Another way to say this is that I come from you, Lancaster County.",2013-10-09
108,TRAVEL,Life: Totally Worth The Hassle,"Jen Sincero, Contributor
Bestselling Author, motivational cattle prod",https://www.huffingtonpost.com/entry/life-totally-worth-the-ha_us_5b9b9ac6e4b03a1dcc78fbb6,"Today marks my one year anniversary of putting my stuff in storage, saying adios to my address and traveling the world as a member of the No Permanent Abode club.",2012-04-27
109,TRAVEL,The 10 Cities You'll Be Talking About In 2015,Kate Auletta,https://www.huffingtonpost.com/entry/best-cities-2015-lonely-planet_n_6028602.html,,2014-10-26
110,TRAVEL,What to Do in the Hamptons This Summer,"Fathom, Contributor
Get inspired. Plan your trip. Pack your bags.",https://www.huffingtonpost.com/entry/what-to-do-in-the-hamptons_us_5b9d60dce4b03a1dcc873f4e,Still planning your Hamptons weekend getaway? We have a list of East End must-dos.,2013-07-28
111,WORLD NEWS,26 Photos That Show The Natural Disasters Humanity Faced In 2017,Chris McGonigal and Damon Dahlen,https://www.huffingtonpost.com/entry/photos-2017-natural-disasters_us_5a43d711e4b06d1621b68c90,"Hurricanes, wildfires and floods wreaked havoc.",2017-12-27
112,TRAVEL,Boutique Hotels Abroad and Bragging Rights,"Rebecca Fannin, Contributor
Author-Silicon Dragon, Startup Asia",https://www.huffingtonpost.com/entry/boutique-hotels-abroad-an_us_5b9dbcaae4b03a1dcc8c3cf6,They're a good alternative to the five-star brands if you're willing to give up some perks that really aren't all that necessary.  And you can have bragging rights that you stayed in perhaps the trendiest and most offbeat hotel in town!,2013-12-27
113,WORLD NEWS,International Red Cross To 'Drastically' Cut Operations In Afghanistan After Deadly Attacks,"By Josh Smith, Reuters",https://www.huffingtonpost.com/entry/afghanistan-red-cross_us_59db235ce4b072637c450bb2,"At least seven Red Cross workers have been killed in the past year, and another four were abducted.",2017-10-09
114,TRAVEL,Rick Steves' Road Trip: Exploring Native America,,https://www.huffingtonpost.com/entry/rick-steves-road-trip-okl_us_5b9b71a3e4b03a1dcc77958a,"I love the way the big cities of the Great Plains, from Edmonton and Calgary in the north to Oklahoma City here in the south, erupt with shiny skyscrapers out of the flatlands.",2012-03-14
115,TRAVEL,May Is the Best Month in Paris,"Sidonie Sawyer, Contributor
French-American Features and Travel writer ♫.",https://www.huffingtonpost.com/entry/may-is-the-best-month-in_us_5b9d2a84e4b03a1dcc8514ac,"Tourists in May in Paris can have a great time -- hotels are cheaper, lines are shorter, and restaurant waiters are nicer.",2013-05-17
116,TRAVEL,America's Best Little Beach Towns (PHOTOS),"Travel + Leisure, Contributor
TravelandLeisure.com",https://www.huffingtonpost.com/entry/americas-best-little-beac_us_5b9d3d21e4b03a1dcc85cec6,"In the free and easy days of summer, the quest for a great American beach town is a national passion. Beach towns are a mainstay",2013-06-07
117,TRAVEL,Our Favorite 2012 Travel Memories,"Travelzoo, Contributor
A global Internet media company and trusted publisher of trave...",https://www.huffingtonpost.com/entry/our-favorite-2012-travel_us_5b9ca96ae4b03a1dcc80a64e,"This year, the Deal Experts at Travelzoo touched every continent on our travels, and along the way forged new friendships, got a little lost, felt a million miles from home and grew eager to plan the next adventure.",2012-12-23
118,TRAVEL,6 Weeks in the English Lakes #5: At Opposite Ends of the Coffin Route,"Meg Waite Clayton, Contributor
bestselling author of 5 novels, including The Race for Paris a...",https://www.huffingtonpost.com/entry/wordsworth_us_5b9d5898e4b03a1dcc86e9c6,"Wordsworth and his brother were walking in the English Lakes in late 1799 with fellow poet Samuel Taylor Coleridge when they came upon the Dove Cottage in Grasmere. Although he lived there for less than a decade, many of the poems he is remembered for were written during those years.",2013-07-15
119,TRAVEL,Flight Attendant Suspended For Playing On Phone After Passengers Told To Turn Off Electronics,Ryan Grenoble,https://www.huffingtonpost.com/entry/flight-attendant-cell-phone-shandong-airlines_us_5b9d9af5e4b03a1dcc8a13b8,"In a statement posted to Weibo and translated to English by The Huffington Post, Shandong Airlines said the crew member's",2013-10-16
120,TRAVEL,48 Hours In Lisbon,"Sivan Askayo, Contributor
New York-based Travel photojournalist",https://www.huffingtonpost.com/entry/48-hours-in-lisbon_us_5b9c0b1be4b03a1dcc7bf37d,I'm drawn to Lisbon mostly because it is a mix of a European city with a Mediterranean climate.,2012-07-26
121,TRAVEL,U.S. Road Trips: The West,,https://www.huffingtonpost.comhttp://fathomaway.com/guides/usa/california/itineraries/us-road-trips-west/?utm_source=hp&utm_medium=article,Get out of the city and into the great wide open. Pack up and hit the highway with this list of weekend road trip destinations,2012-07-01
122,TRAVEL,The Complete Guide To Enjoy Valentine’s Day For Single Solo Travelers,"Brenda Mejia, ContributorTravel and sports blogger/writer at Traveleira.com",,"While everyone will be going out for romantic dinners, your romantic lunch will be the bomb. Think about the most positive",2017-02-05
123,WORLD NEWS,British Interior Minister Amber Rudd Resigns Amid Immigration Scandal,"Andrew MacAskill, Reuters",https://www.huffingtonpost.com/entry/amber-rudd-british-minister-resigns-immigration_us_5ae63dc3e4b055fd7fcce74c,Rudd faced criticism for the government's treatment of some long-term Caribbean residents who were wrongly labeled illegal immigrants.,2018-04-29
124,TRAVEL,How to Fund Your Travel Lifestyle,"Cliff Hsia, ContributorWriter, Creator of LiveFamilyTravel.com",https://www.huffingtonpost.com/entry/how-to-fund-your-travel-l_b_6055752.html,"If the lack of money is stopping you from achieving your travel dreams, with a little flexibility, creativity, and resourcefulness, you'll be able to live your travel dreams on any budget.",2014-11-02
125,TRAVEL,Getting Outdoors in the Southwest (PHOTOS),"Oyster.com, Contributor
The Hotel Tell-All",https://www.huffingtonpost.com/entry/getting-outdoors-in-the-s_us_5b9d3ba5e4b03a1dcc85c14d,"Although there may be tons of incredible national parks throughout the Southwest -- including Arches, Zion, and the Grand Canyon -- other lesser-known areas prove to be just as majestic. Here are a few of our favorite places in the region to get fit and reconnect with Mother Nature.",2013-06-06
126,TRAVEL,New England Skiing After Winter Storm 'Nemo',,https://www.huffingtonpost.com/entry/new-england-skiing-nemo_us_5b9cce67e4b03a1dcc82065c,But imperfection –- not to mention charming colonial towns -– is part of the joy of skiing New England. Enthusiasts would,2013-02-11
127,TRAVEL,Flybe Will Launch 'Shuttle Bus In The Sky',Lisa_Miller,https://www.huffingtonpost.com/entry/flybe-shuttle-service_n_5533415.html,,2014-06-29
128,TRAVEL,The One Thing I Can't Stop Doing That's Helped Me Travel More,"Tausha Cowan, ContributorCommunicator, travel enthusiast, founder of The Globe Getter",https://www.huffingtonpost.com/entry/the-one-thing-i-cant-stop_b_6631194.html,"If I know I'm going anywhere near Europe, Asia or Africa -- or at least closer to them -- and I will not have the opportunity to return for a long time, you better believe I'm going to take advantage. For me, even a taste of a place is better than no taste at all.",2015-02-06
