headline,authors,link,short_description,date,c_id
the 5 most dangerous places to celebrate 4/20,"the 420 times, contributor
higher learning and homegrown news about marijuana",https://www.huffingtonpost.com/entry/the-5-most-dangerous-plac_us_5b9d0fb6e4b03a1dcc842936,"the 5 most dangerous places to celebrate 4/20let's try our marijuana luck in malaysia shall we? well, it just so happens that this is another country it would probably be best to mark off of your bong-hit bucket list.",2013-04-19,1
"the nightlife in marrakesh, morocco","go ahead tours, contributoroffering 100+ tours to all 7 continents, go ahead helps you di...",https://www.huffingtonpost.com/entry/the-nightlife-in-marrakesh-morocco_b_6809664.html,"the nightlife in marrakesh, moroccospending a night in marrakesh will produce experiences to be remembered long after you've arrived back home--here are top 3 suggestions for what to do when the sun goes down.",2015-03-06,1
chileâs troubling move against privacy,"josã© miguel vivanco, contributoramericas director, human rights watch",https://www.huffingtonpost.com/entry/chiles-troubling-move-against-privacy_us_59b429afe4b0bef3378ce0b8,"chileâs troubling move against privacylast week, the rights group derechos digitales released the text of a worrying draft decree, signed by president michelle",2017-09-09,0
born to explore: dancing around the world,"richard wiese, contributor
host of born to explore",https://www.huffingtonpost.com/entry/dancing-around-the-world_us_5b9d2cb0e4b03a1dcc852beb,"born to explore: dancing around the worldever since cavemen realized that they could impress cave women with their fancy footwork, somebody's been dancing. unfortunately for me and my two left feet, the rhythm gene was misplaced. how do i engage with these cultures while not offending the gods of rhythm and blues?",2013-05-21,1
why squeezing the 'meridians of adventure' can make you a smarter traveler,"christopher elliott, contributor
author, how to be the world's smartest traveler (and save time...",https://www.huffingtonpost.com/entry/why-squeezing-the-meridia_us_5b9dd4a0e4b03a1dcc8d7c1f,"why squeezing the 'meridians of adventure' can make you a smarter travelerbangs is a role model for the rest of us, and not just because of his impressive credentials. 'embrace the unknown,' he advises. 'take risks. don't be afraid of the dark. get off the beaten path. allow some terror in your travels.'",2014-02-02,1
favorite foodie getaways (video),"travel + leisure, contributor
travelandleisure.com",https://www.huffingtonpost.com/entry/video-great-foodie-getaways_us_5b9c44afe4b03a1dcc7d7b7d,favorite foodie getaways (video)get a taste of travel + leisure editors' favorite foodie getaways in america and europe.,2012-09-13,1
the top 10 fashion hotels (photos),"trivago.com, contributor
empowering 120+ million monthly travelers to find their ideal ...",https://www.huffingtonpost.com/entry/10-fashion-hotels_us_5b9c50a4e4b03a1dcc7dbd0f,"the top 10 fashion hotels (photos)from designer shopping in london to personal stylist services in singapore, these hotels are ideally situated to offer fashionista's the best shopping these cities have to offer.",2012-09-21,1
police shoot and kill main suspect in barcelona terror attack,nick robins-early,https://www.huffingtonpost.com/entry/barcelona-terror-attack-driver-arrested_us_599af14fe4b0a2608a6d9d99,police shoot and kill main suspect in barcelona terror attackauthorities have been on a manhunt for younes abouyaaqoub since last week's deadly attack.,2017-08-21,0
here's what new york city's residents looked like 400 years ago,james cave,https://www.huffingtonpost.com/entry/welikia-project-map-manahatta-project_us_560bf409e4b0af3706deb948,here's what new york city's residents looked like 400 years ago(we're talking about the animals.),2015-09-30,1
best ice cream sandwich parlors in the u.s.,"minitime, contributorwww.minitime.com",https://www.huffingtonpost.com/entry/best-ice-cream-sandwich-p_b_5665886.html,"best ice cream sandwich parlors in the u.s.ice cream is arguably the one dessert that everybody, adults and kids alike, cannot help but love - maybe it's because not only does it cool you down on hot summer days, it's also very comforting.",2014-08-10,1
"chronicling a forgotten disaster: hurricane matthew, 10 months later","mark schuller, contributoranthropologist, ngo studies professor, haiti solidarity activist",https://www.huffingtonpost.com/entry/chronicling-a-forgotten-disaster-hurricane-matthew_us_598a464de4b030f0e267c852,"chronicling a forgotten disaster: hurricane matthew, 10 months latermatthew was destined to be a forgotten disaster, in the shadow of haitiâs 2010 earthquake and overshadowed by the u.s. elections.",2017-08-08,0
zimbabwe's president robert mugabe resigns,nick robins-early,https://www.huffingtonpost.com/entry/mugabe-resigns-zimbabwe_us_5a144db5e4b0aa32975e0bdd,zimbabwe's president robert mugabe resignsthe world's oldest serving president will step down after 37 years in power.,2017-11-21,0
10 essential apps for summer travel,"smartertravel, contributor
smartertravel.com",https://www.huffingtonpost.com/entry/10-essential-apps-for-sum_us_5b9bf2e1e4b03a1dcc7b4c9e,10 essential apps for summer travelmake the most of the season with these apps designed to help you on summer vacations both abroad and at home.,2012-07-10,1
"the best places to go to be your wild, single self after a breakup",suzy strutner,https://www.huffingtonpost.com/entry/to-go-after-breakup_us_5b9d9aa1e4b03a1dcc8a0eac,"the best places to go to be your wild, single self after a breakupif you two were âat different places in lifeâ¦â go off the grid-- who cares where you are? lasqueti island is located just",2013-10-19,1
9 great end of fall drives (photos),"departures magazine, contributor
contributor",https://www.huffingtonpost.com/entry/best-fall-drives_us_5b9c6e5fe4b03a1dcc7e93f7,"9 great end of fall drives (photos)our first destination is lake placid, which we reach by following route 73, enjoying the spectacle of maple, beech and birch trees changing colors amid waterfalls and massive ponds.",2012-10-21,1
why the f*ck aren't you in bratislava?,"off track planet, contributorthe independent travel lifestyles guide for the young, sexy an...",https://www.huffingtonpost.com/entry/why-the-fck-arent-you-in_b_4948188.html,why the f*ck aren't you in bratislava?slovakia is the country that used to be married to the czech republic before the end of the cold war and is like the kansas of europe. bratislava is situated on the far western end along the danube river.,2014-04-27,1
man overboard! cruise ship passengers lost at sea,"spencer aronfeld, contributorpersonal injury lawyer; author and civil rights activist",https://www.huffingtonpost.com/entry/man-overboard-cruise-ship-passengers-lost-at-sea-_b_6775536.html,man overboard! cruise ship passengers lost at seaevery cruise ship passenger's worst nightmare is the fear of falling or being pushed overboard. while the cruise industry likes to downplay the frequency of these events -- as well as their ability to prevent them.,2015-03-02,1
7 fashionable hotels around the world -- for every style,"oyster.com, contributor
the hotel tell-all",https://www.huffingtonpost.com/entry/7-fashionable-hotels-arou_us_5b9d7f64e4b03a1dcc88c5cd,"7 fashionable hotels around the world -- for every stylefashion week has arrived to new york city, and we're getting the fashion bug -- but it's not haute couture that's getting us excited. it's haute hotels, of course! go on -- try these on for size.",2013-09-09,1
lions kill and eat suspected poacher,ed mazza,https://www.huffingtonpost.com/entry/lions-kill-suspected-poacher_us_5a829010e4b0892a03526549,"lions kill and eat suspected poacherthe lions ""just left his head and some remains.""",2018-02-13,0
prince philip leaves hospital after being treated for infection,rebecca shapiro,https://www.huffingtonpost.com/entry/prince-philip-leaves-hospital-after-being-treated-for-infection_us_594bcfdde4b0312cfb6212d8,prince philip leaves hospital after being treated for infectionthe duke of edinburgh spent two nights in the hospital.,2017-06-22,0
tied to an elephant,"alison teal, contributorwriter/photographer",https://www.huffingtonpost.com/entry/tied-to-an-elephant_b_5216781.html,"tied to an elephantindeed, after a few dozen yards, the elephant stumbled. well, maybe she didn't stumble so much as stop walking and look around at me. the trainer who was riding with his legs straddling the elephant's neck, his feet on her ears, turned and glared at me.",2014-04-29,1
york: a city of many dimensions,"rick steves, contributor
contributor",https://www.huffingtonpost.com/entry/york-a-city-of-many-dimen_us_5b9d55cce4b03a1dcc86c804,"york: a city of many dimensionsyork is arguably the best sightseeing town in england outside of london. i landed at noon at heathrow, took the express train into london's paddington station, caught the tube to king's cross, and hopped onto an express train.",2013-07-09,1
taking 'the amazing race' to africa,"elise doganieri, contributor
emmy award-winning producer & co-creator of ""the amazing r...",https://www.huffingtonpost.com/entry/the-amazing-race-botswana_us_5b9cf201e4b03a1dcc832a2f,"taking 'the amazing race' to africaat night at the safari camp there is such peace -- no sirens, car horns or radios blaring -- but what you do hear are the sounds of the animals around you -- like a lion walking by your tent.",2013-03-19,1
10 places every american should see,"budget travel, contributor
your source for vacation inspiration, travel deals, and expert...",https://www.huffingtonpost.com/entry/10-places-every-american_us_5b9dd0f9e4b03a1dcc8d3844,10 places every american should seethink you know america's essential sights? compare your past trips with our picks for domestic destinations every citizen should visit -- from pop culture icons to patriotic landmarks.,2014-01-24,1
modern airport luxury,"andy steves, contributor
travel author, ceo of weekend student adventures",https://www.huffingtonpost.com/entry/modern-airport-luxury_us_5b9db2bce4b03a1dcc8ba42f,"modern airport luxuryon any travel day, you're on edge. whether it's due to the anxiety of flying and goodbyes or dreading the processes and long",2013-12-11,1
